year,make,model,trim,mileage,days_to_sell
2012,Audi,A1,Attraction,109000,28
2012,Audi,A6,"35 FSI quattro",124000,87
2012,Audi,A6,"35 FSI quattro",171000,38
2012,Audi,A6,"35 FSI quattro",171000,103
2012,Audi,A6,TFSI,95000,46
2012,Audi,A8,"TFSI quattro",19200,111
2012,Audi,A8,"TFSI quattro",92000,33
2012,Audi,A8,"TFSI quattro",98900,47
2012,Audi,A8,"TFSI quattro",99890,24
2012,Audi,A8,"TFSI quattro",106000,28
2012,Audi,A8,"TFSI quattro",180000,84
2012,Audi,A8,"TFSI quattro",183000,82
2012,Audi,A8,"TFSI quattro",188000,12
2012,Audi,A8,"TFSI quattro",221000,45
2012,Audi,Q5,"FSI quattro S-Line",125680,90
2012,Audi,Q5,"FSI quattro S-Line",139611,53
2012,Audi,Q5,"FSI quattro S-Line",142141,43
2012,Audi,Q5,"FSI quattro S-Line",210000,100
2012,Audi,Q7,"TFSI quattro",145000,90
2012,Audi,Q7,"TFSI quattro",145469,44
2012,Audi,Q7,"TFSI quattro S-Line",86500,90
2012,Audi,Q7,"TFSI quattro S-Line",123000,27
2012,Audi,Q7,"TFSI quattro S-Line",130000,16
2012,Audi,Q7,"TFSI quattro S-Line",139000,86
2012,Audi,Q7,"TFSI quattro S-Line",167000,30
2012,Audi,Q7,"TFSI quattro S-Line",180000,9
2012,Audi,Q7,"TFSI quattro S-Line",180000,19
2012,Audi,Q7,"TFSI quattro S-Line",201000,112
2012,Audi,Q7,"TFSI quattro S-Line",210000,9
2012,Audi,R8,GT,28000,47
2012,Audi,TT,"TFSI quattro",107193,36
2012,Bentley,Mulsanne,Std,24000,140
2012,BMW,730Li,Executive,134000,60
2012,BMW,730Li,Executive,135000,30
2012,BMW,730Li,Executive,137000,45
2012,BMW,X5,"xDrive 50i",100000,95
2012,BMW,Z4,"sDrive 35i",175000,34
2012,Cadillac,Escalade,Std,120000,37
2012,Chevrolet,Camaro,LT,82000,65
2012,Chevrolet,Camaro,SS,54800,90
2012,Chevrolet,Camaro,SS,176000,113
2012,Chevrolet,Caprice,LS,130000,9
2012,Chevrolet,Caprice,LS,250000,35
2012,Chevrolet,Captiva,LT,159000,21
2012,Chevrolet,Captiva,LT,170000,103
2012,Chevrolet,Captiva,LT,274000,47
2012,Chevrolet,Captiva,LTZ,137000,33
2012,Chevrolet,Cruze,LS,57000,38
2012,Chevrolet,Cruze,LS,108000,57
2012,Chevrolet,Cruze,LS,117000,17
2012,Chevrolet,Cruze,LS,117000,172
2012,Chevrolet,Cruze,LS,123000,19
2012,Chevrolet,Cruze,LS,135000,17
2012,Chevrolet,Cruze,LS,141000,9
2012,Chevrolet,Cruze,LS,145000,13
2012,Chevrolet,Cruze,LS,160000,39
2012,Chevrolet,Cruze,LS,166000,59
2012,Chevrolet,Cruze,LS,168000,8
2012,Chevrolet,Cruze,LS,168240,115
2012,Chevrolet,Cruze,LS,179000,18
2012,Chevrolet,Cruze,LS,182300,28
2012,Chevrolet,Cruze,LS,189000,99
2012,Chevrolet,Cruze,LS,189300,27
2012,Chevrolet,Cruze,LS,201700,22
2012,Chevrolet,Cruze,LS,260000,16
2012,Chevrolet,Cruze,LT,54000,115
2012,Chevrolet,Cruze,LT,190000,105
2012,Chevrolet,Malibu,LT,275000,61
2012,Chevrolet,Tahoe,LS,174225,39
2012,Chevrolet,Tahoe,LS,176000,90
2012,Chevrolet,Tahoe,LS,214000,90
2012,Chevrolet,Tahoe,LS,247000,18
2012,Chevrolet,Tahoe,LT,209000,95
2012,Chevrolet,Tahoe,LTZ,100763,25
2012,Chevrolet,Tahoe,LTZ,225000,90
2012,Chevrolet,Traverse,LT,117000,60
2012,Chevrolet,Traverse,LT,120000,112
2012,Chevrolet,Traverse,LT,160000,114
2012,Dodge,Challenger,SRT8,196000,12
2012,Dodge,Charger,R/T,77000,101
2012,Dodge,Charger,R/T,120000,8
2012,Dodge,Charger,R/T,120000,27
2012,Dodge,Charger,R/T,120000,75
2012,Dodge,Charger,R/T,128000,80
2012,Dodge,Charger,R/T,180000,11
2012,Dodge,Charger,R/T,180000,48
2012,Dodge,Charger,R/T,185000,154
2012,Dodge,Charger,R/T,186000,47
2012,Dodge,Charger,SRT8,155000,104
2012,Dodge,Charger,SRT8,185000,47
2012,Dodge,Durango,"Crew Plus",141000,42
2012,Ford,Escape,S,109049,103
2012,Ford,Explorer,Limited,170000,50
2012,Ford,Explorer,XLT,103000,47
2012,Ford,Explorer,XLT,218000,47
2012,Ford,Fiesta,Ambiente,165000,65
2012,Ford,Fiesta,Ambiente,183000,34
2012,GMC,Acadia,Denali,236,11
2012,GMC,Acadia,Denali,65000,20
2012,GMC,Acadia,Denali,106715,36
2012,GMC,Acadia,Denali,120300,26
2012,GMC,Acadia,Denali,139000,9
2012,GMC,Acadia,Denali,140000,90
2012,GMC,Acadia,Denali,141000,196
2012,GMC,Acadia,Denali,225000,30
2012,GMC,Yukon,Denali,49000,90
2012,GMC,Yukon,Denali,128000,20
2012,GMC,Yukon,Denali,198000,84
2012,GMC,Yukon,Denali,216000,75
2012,GMC,Yukon,Denali,236000,90
2012,GMC,Yukon,Denali,247750,23
2012,Honda,Accord,EX,69000,47
2012,Honda,Accord,EX,99940,90
2012,Honda,Accord,EX,146000,13
2012,Honda,Accord,EX,161971,75
2012,Honda,Accord,EX,208677,112
2012,Honda,Accord,EXI,138000,64
2012,Honda,Accord,"LX LTD",88000,107
2012,Honda,Accord,"LX LTD",109915,102
2012,Honda,Accord,"LX LTD",157340,36
2012,Honda,Accord,"LX LTD",161000,76
2012,Honda,Accord,"LX LTD",176000,25
2012,Honda,Accord,"LX LTD",183000,102
2012,Honda,Accord,"LX LTD",190000,11
2012,Honda,Accord,"LX LTD",199000,32
2012,Honda,Accord,"LX LTD",215000,27
2012,Honda,Accord,LXI,51000,47
2012,Honda,Accord,LXI,91000,32
2012,Honda,Accord,LXI,92000,11
2012,Honda,Accord,LXI,93000,90
2012,Honda,Accord,LXI,149000,100
2012,Honda,Accord,LXI,159900,13
2012,Honda,Accord,LXI,170000,9
2012,Honda,Accord,LXI,181000,17
2012,Honda,Accord,LXI,193000,61
2012,Honda,Accord,LXI,200000,37
2012,Honda,Accord,LXI,200000,72
2012,Honda,Accord,LXI,200411,30
2012,Honda,Accord,LXI,223000,14
2012,Honda,Accord,LXI,233000,110
2012,Honda,Accord,LXI,286000,8
2012,Honda,City,EX,113000,22
2012,Honda,City,LX,153000,15
2012,Honda,City,LX,187000,43
2012,Honda,Civic,EXi,136000,17
2012,Honda,Civic,EXi,142000,50
2012,Honda,Civic,EXi,148000,71
2012,Honda,Civic,LXi,200000,95
2012,Honda,Civic,LXi,225000,39
2012,Honda,Civic,VTi,170,47
2012,Honda,Civic,VTi,93000,47
2012,Honda,Civic,VTi,121759,111
2012,Honda,Civic,VTi,154000,47
2012,Honda,Civic,VTi,160000,23
2012,Honda,Civic,VTi,172000,57
2012,Honda,Civic,VTi,188600,87
2012,Honda,Civic,VTi,200000,64
2012,Honda,"CR V",EX,89000,9
2012,Honda,"CR V",EX,89000,22
2012,Honda,"CR V",EX,131000,30
2012,Honda,"CR V",EX,165000,9
2012,Honda,"CR V",EX,169000,12
2012,Honda,"CR V",EX,193000,105
2012,Honda,"CR V",EX,197663,17
2012,Honda,"CR V",EX,197663,29
2012,Honda,Pilot,EX,63000,104
2012,Hyundai,Accent,GL,195,95
2012,Hyundai,Accent,GL,27000,26
2012,Hyundai,Accent,GL,33000,95
2012,Hyundai,Accent,GL,37500,27
2012,Hyundai,Accent,GL,38600,98
2012,Hyundai,Accent,GL,41000,95
2012,Hyundai,Accent,GL,41000,99
2012,Hyundai,Accent,GL,41000,110
2012,Hyundai,Accent,GL,43000,112
2012,Hyundai,Accent,GL,50000,116
2012,Hyundai,Accent,GL,52000,109
2012,Hyundai,Accent,GL,56000,94
2012,Hyundai,Accent,GL,56000,110
2012,Hyundai,Accent,GL,58800,107
2012,Hyundai,Accent,GL,68999,108
2012,Hyundai,Accent,GL,81000,70
2012,Hyundai,Accent,GL,107000,109
2012,Hyundai,Accent,GL,110121,154
2012,Hyundai,Accent,GL,118000,115
2012,Hyundai,Accent,GL,122000,102
2012,Hyundai,Accent,GL,130000,95
2012,Hyundai,Accent,GL,140000,109
2012,Hyundai,Accent,GL,154000,74
2012,Hyundai,Accent,GL,185600,95
2012,Hyundai,Accent,GL,190000,103
2012,Hyundai,Accent,GL,277000,95
2012,Hyundai,Accent,GL,400000,45
2012,Hyundai,Accent,GLS,90500,8
2012,Hyundai,Accent,GLS,150000,112
2012,Hyundai,Accent,GLS,152000,50
2012,Hyundai,"Santa Fe",GL,136000,11
2012,Hyundai,"Santa Fe",GLS,21357,114
2012,Hyundai,"Santa Fe",GLS,100000,95
2012,Hyundai,"Santa Fe",GLS,120000,55
2012,Hyundai,"Santa Fe",GLS,147236,20
2012,Hyundai,Sonata,GL,93000,100
2012,Hyundai,Sonata,GLS,117000,21
2012,Hyundai,Sonata,GLS,130000,19
2012,Hyundai,Sonata,GLS,152000,17
2012,Hyundai,Sonata,GLS,188000,13
2012,Hyundai,Sonata,Limited,125,47
2012,Hyundai,Sonata,Limited,110000,66
2012,Hyundai,Sonata,Limited,121000,37
2012,Hyundai,Sonata,Limited,123500,47
2012,Hyundai,Tucson,GL,56000,99
2012,Hyundai,Tucson,GL,80000,95
2012,Hyundai,Tucson,GL,102000,48
2012,Hyundai,Tucson,GL,132000,99
2012,Hyundai,Tucson,GL,231502,103
2012,Hyundai,Tucson,GL,255000,110
2012,Hyundai,Tucson,GLS,100000,103
2012,Hyundai,Tucson,GLS,162394,36
2012,Infiniti,FX35,Std,162000,47
2012,Infiniti,FX35,Std,163000,116
2012,Jeep,Cherokee,sport,222,95
2012,Jeep,Cherokee,sport,7200,112
2012,Jeep,Cherokee,sport,185400,114
2012,Jeep,Compass,Limited,48000,109
2012,Jeep,Compass,Limited,77000,47
2012,Jeep,Compass,Limited,77123,43
2012,Jeep,Compass,Limited,168513,121
2012,Jeep,"Grand Cherokee",Laredo,152554,48
2012,Jeep,"Grand Cherokee",Laredo,212000,14
2012,Jeep,"Grand Cherokee",Limited,111000,17
2012,Jeep,"Grand Cherokee",Limited,118000,11
2012,Jeep,"Grand Cherokee",Limited,130000,12
2012,Jeep,"Grand Cherokee",Limited,131000,19
2012,Jeep,"Grand Cherokee",Limited,133000,17
2012,Jeep,"Grand Cherokee",Limited,140000,106
2012,Jeep,"Grand Cherokee",Limited,143000,11
2012,Jeep,"Grand Cherokee",Limited,185500,17
2012,Jeep,"Grand Cherokee",Limited,186000,106
2012,Jeep,"Grand Cherokee",Limited,194000,26
2012,Jeep,"Grand Cherokee",Limited,196000,28
2012,Jeep,"Grand Cherokee",Limited,212000,77
2012,Jeep,"Grand Cherokee",Overland,101200,16
2012,Jeep,"Grand Cherokee",Overland,101200,26
2012,Jeep,"Grand Cherokee",Overland,102000,17
2012,Jeep,"Grand Cherokee",Overland,290000,68
2012,Jeep,"Grand Cherokee",SRT8,107000,101
2012,Jeep,"Grand Cherokee",SRT8,115000,95
2012,Jeep,"Grand Cherokee",SRT8,116000,24
2012,Jeep,"Grand Cherokee",SRT8,130000,106
2012,Jeep,"Grand Cherokee",SRT8,130000,107
2012,Jeep,"Grand Cherokee",SRT8,131075,21
2012,Jeep,"Grand Cherokee",SRT8,135000,140
2012,Jeep,"Grand Cherokee",SRT8,142000,113
2012,Jeep,"Grand Cherokee",SRT8,173000,8
2012,Jeep,Wrangler,Sahara,101000,34
2012,Jeep,Wrangler,Sport,25000,70
2012,Jeep,Wrangler,Sport,60000,108
2012,Jeep,Wrangler,Sport,212000,107
2012,Jeep,Wrangler,"Unlimited Sahara",198200,9
2012,Kia,"Cerato Koup",SX,107000,95
2012,Kia,Soul,ex,66000,47
2012,Kia,Soul,ex,71500,108
2012,"Land Rover",LR2,HSE,114000,21
2012,"Land Rover",LR2,HSE,130000,71
2012,"Land Rover",LR2,HSE,145000,8
2012,"Land Rover",LR4,HSE,130000,14
2012,"Land Rover",LR4,HSE,176000,108
2012,"Land Rover","Range Rover",Autobiography,97000,77
2012,"Land Rover","Range Rover",Autobiography,124000,30
2012,"Land Rover","Range Rover",Autobiography,134000,25
2012,"Land Rover","Range Rover",Autobiography,147000,75
2012,"Land Rover","Range Rover",Autobiography,178000,31
2012,"Land Rover","Range Rover",HSE,59000,10
2012,"Land Rover","Range Rover",HSE,155000,26
2012,"Land Rover","Range Rover",HSE,167000,63
2012,"Land Rover","Range Rover",HSE,167000,73
2012,"Land Rover","Range Rover",HSE,172000,50
2012,"Land Rover","Range Rover",HSE,174000,102
2012,"Land Rover","Range Rover",Supercharged,85000,67
2012,"Land Rover","Range Rover",Supercharged,159000,25
2012,"Land Rover","Range Rover",Supercharged,174000,14
2012,"Land Rover","Range Rover",Supercharged,179000,12
2012,"Land Rover","Range Rover",Vogue,178000,95
2012,"Land Rover","Range Rover Evoque",Dynamic,94700,48
2012,"Land Rover","Range Rover Evoque",Dynamic,129000,22
2012,"Land Rover","Range Rover Evoque",Dynamic,148321,31
2012,"Land Rover","Range Rover Evoque",Dynamic,163000,10
2012,"Land Rover","Range Rover Evoque",Dynamic,195000,25
2012,"Land Rover","Range Rover Evoque","Dynamic Plus",53000,47
2012,"Land Rover","Range Rover Evoque","Dynamic Plus",99900,48
2012,"Land Rover","Range Rover Evoque","Dynamic Plus",121000,15
2012,"Land Rover","Range Rover Evoque","Dynamic Plus",149000,26
2012,"Land Rover","Range Rover Evoque","Dynamic Plus",175000,44
2012,"Land Rover","Range Rover Sport",HSE,110000,54
2012,"Land Rover","Range Rover Sport",HSE,111000,10
2012,"Land Rover","Range Rover Sport",HSE,113000,82
2012,"Land Rover","Range Rover Sport",HSE,116000,30
2012,"Land Rover","Range Rover Sport",HSE,122000,14
2012,"Land Rover","Range Rover Sport",HSE,123000,66
2012,"Land Rover","Range Rover Sport",HSE,124000,15
2012,"Land Rover","Range Rover Sport",HSE,126000,21
2012,"Land Rover","Range Rover Sport",HSE,132000,18
2012,"Land Rover","Range Rover Sport",HSE,145000,8
2012,"Land Rover","Range Rover Sport",HSE,155000,68
2012,"Land Rover","Range Rover Sport",HSE,166000,50
2012,"Land Rover","Range Rover Sport",HSE,198000,28
2012,"Land Rover","Range Rover Sport",HSE,208000,30
2012,"Land Rover","Range Rover Sport",HSE,228000,32
2012,"Land Rover","Range Rover Sport",HSE,229000,71
2012,"Land Rover","Range Rover Sport",HST,143,10
2012,"Land Rover","Range Rover Sport",HST,103273,12
2012,"Land Rover","Range Rover Sport",HST,107000,36
2012,"Land Rover","Range Rover Sport",HST,128875,39
2012,"Land Rover","Range Rover Sport",HST,140000,33
2012,"Land Rover","Range Rover Sport",HST,180000,14
2012,"Land Rover","Range Rover Sport",SE,150000,16
2012,Lexus,LX570,Platinum,143000,10
2012,Lexus,LX570,Platinum,166000,62
2012,Lexus,LX570,Platinum,173000,20
2012,Lexus,LX570,Platinum,173000,48
2012,Lexus,LX570,Platinum,252000,14
2012,Lexus,RX350,Platinum,109000,20
2012,Lexus,RX350,Platinum,112000,29
2012,Lexus,RX350,Platinum,115000,13
2012,Lexus,RX350,Platinum,143000,50
2012,Lexus,RX350,Platinum,188000,47
2012,Lexus,RX350,"Premier Plus",100000,30
2012,Maserati,GranTurismo,Std,87600,30
2012,Mazda,3,R,33000,75
2012,Mazda,"CX 9",GT,260000,82
2012,Mazda,"CX 9",GTX,119000,9
2012,Mazda,"CX 9",GTX,155727,32
2012,Mazda,"CX 9",GTX,203000,29
2012,"Mercedes Benz","C 200",Avantgarde,117000,39
2012,"Mercedes Benz","C 200",Avantgarde,118000,27
2012,"Mercedes Benz","C 200",Avantgarde,119000,20
2012,"Mercedes Benz","C 200",Avantgarde,125400,22
2012,"Mercedes Benz","C 200",Avantgarde,128000,24
2012,"Mercedes Benz","C 200",Avantgarde,134000,28
2012,"Mercedes Benz","C 200",Avantgarde,180000,107
2012,"Mercedes Benz","C 200",Avantgarde,200000,20
2012,"Mercedes Benz","C 200",Avantgarde,200000,24
2012,"Mercedes Benz","C 63 AMG",Std,40000,27
2012,"Mercedes Benz","C 63 AMG",Std,91000,27
2012,"Mercedes Benz","C 63 AMG",Std,91550,82
2012,"Mercedes Benz","C 63 AMG",Std,163000,95
2012,"Mercedes Benz","C 63 AMG",Std,257000,17
2012,"Mercedes Benz","CLS 63 AMG",Standard,138016,38
2012,"Mercedes Benz","CLS 63 AMG",Standard,148000,90
2012,"Mercedes Benz","CLS 63 AMG",Standard,194983,81
2012,"Mercedes Benz","E 200",Standard,69842,14
2012,"Mercedes Benz","G 55 AMG",Standard,60000,17
2012,"Mercedes Benz","G 55 AMG",Standard,60000,33
2012,"Mercedes Benz","G 55 AMG",Standard,86000,28
2012,"Mercedes Benz","G 55 AMG",Standard,105845,25
2012,"Mercedes Benz","G 55 AMG",Standard,107000,80
2012,"Mercedes Benz","G 55 AMG",Standard,120000,90
2012,"Mercedes Benz","G 55 AMG",Standard,210000,81
2012,"Mercedes Benz","GL 450",Standard,131000,13
2012,"Mercedes Benz","GL 450",Standard,165000,34
2012,"Mercedes Benz","GL 500",Standard,96500,20
2012,"Mercedes Benz","GL 500",Standard,98000,32
2012,"Mercedes Benz","GL 500",Standard,105000,16
2012,"Mercedes Benz","GL 500",Standard,109150,12
2012,"Mercedes Benz","GL 500",Standard,111240,33
2012,"Mercedes Benz","GL 500",Standard,111240,40
2012,"Mercedes Benz","GL 500",Standard,130000,47
2012,"Mercedes Benz","GL 500",Standard,133000,84
2012,"Mercedes Benz","GL 500",Standard,135000,11
2012,"Mercedes Benz","GL 500",Standard,141300,29
2012,"Mercedes Benz","GL 500",Standard,150000,31
2012,"Mercedes Benz","GL 500",Standard,172071,47
2012,"Mercedes Benz","GL 500",Standard,189000,105
2012,"Mercedes Benz","GL 500",Standard,200000,123
2012,"Mercedes Benz","GL 500",Standard,200300,64
2012,"Mercedes Benz","GL 500",Standard,205000,38
2012,"Mercedes Benz","GL 500",Standard,225000,27
2012,"Mercedes Benz","GL 500",Standard,250000,47
2012,"Mercedes Benz","GL 500",Standard,260000,12
2012,"Mercedes Benz","R 300",L,115700,26
2012,"Mercedes Benz","S 350",Standard,84000,90
2012,"Mercedes Benz","S 350",Standard,130000,33
2012,"Mercedes Benz","S 63 AMG",Standard,105000,33
2012,"Mercedes Benz","SLS AMG",Standard,39007,24
2012,"Mercedes Benz","SLS AMG",Standard,82000,106
2012,MINI,Countryman,S,110000,54
2012,MINI,Hatch,S,160,80
2012,MINI,Hatch,S,130000,106
2012,MINI,Hatch,S,131000,16
2012,MINI,Hatch,S,135000,40
2012,MINI,Hatch,S,142000,108
2012,MINI,Hatch,S,155000,90
2012,MINI,Hatch,S,175000,90
2012,MINI,Hatch,Standard,81000,42
2012,MINI,"John Cooper Works",Standard,120000,81
2012,Mitsubishi,L200,Standard,278000,23
2012,Mitsubishi,L200,Standard,310000,109
2012,Mitsubishi,L200,Standard,400000,91
2012,Mitsubishi,Pajero,"GLS Base",14968,106
2012,Mitsubishi,Pajero,"GLS Base",33900,115
2012,Mitsubishi,Pajero,"GLS Base",132000,109
2012,Mitsubishi,Pajero,"GLS Base",156500,63
2012,Mitsubishi,Pajero,"GLS Base",179000,95
2012,Mitsubishi,Pajero,"GLS Base",238000,109
2012,Mitsubishi,Pajero,"GLS Base",250000,95
2012,Mitsubishi,Pajero,"GLS Highline",32000,109
2012,Mitsubishi,Pajero,"GLS Highline",220000,94
2012,Mitsubishi,Pajero,"GLS Highline Top",166000,112
2012,Mitsubishi,Pajero,"GLS Highline Top",175000,98
2012,Mitsubishi,Pajero,"GLS Highline Top",193999,73
2012,Mitsubishi,Pajero,"GLS Highline Top",198000,111
2012,Mitsubishi,Pajero,"GLS Highline Top",198000,115
2012,Mitsubishi,Pajero,"GLS Highline Top",200000,22
2012,Mitsubishi,Pajero,"GLS Highline Top",220000,111
2012,Mitsubishi,Pajero,"GLS Highline Top",225000,105
2012,Mitsubishi,Pajero,"GLS Highline Top",247000,13
2012,Mitsubishi,Pajero,"GLS Highline Top",267000,103
2012,Mitsubishi,Pajero,"GLS Highline Top",272959,95
2012,Mitsubishi,Pajero,"GLS Highline Top",300000,108
2012,Mitsubishi,Pajero,"GLS Highline Top",338000,114
2012,Mitsubishi,Pajero,"GLS Highline Top",401100,106
2012,Mitsubishi,Pajero,"GLS Mid",90000,21
2012,Mitsubishi,Pajero,"GLS Mid",198000,25
2012,Nissan,370Z,Standard,90000,56
2012,Nissan,Altima,S,120,30
2012,Nissan,Altima,S,140,95
2012,Nissan,Altima,S,200,36
2012,Nissan,Altima,S,1400,38
2012,Nissan,Altima,S,10800,47
2012,Nissan,Altima,S,12000,57
2012,Nissan,Altima,S,29000,24
2012,Nissan,Altima,S,29000,30
2012,Nissan,Altima,S,49000,8
2012,Nissan,Altima,S,80000,11
2012,Nissan,Altima,S,80000,34
2012,Nissan,Altima,S,80000,47
2012,Nissan,Altima,S,87000,92
2012,Nissan,Altima,S,89200,25
2012,Nissan,Altima,S,92086,83
2012,Nissan,Altima,S,94000,110
2012,Nissan,Altima,S,95000,25
2012,Nissan,Altima,S,96000,15
2012,Nissan,Altima,S,97000,100
2012,Nissan,Altima,S,97500,29
2012,Nissan,Altima,S,100000,109
2012,Nissan,Altima,S,118000,40
2012,Nissan,Altima,S,122000,102
2012,Nissan,Altima,S,124000,17
2012,Nissan,Altima,S,125000,47
2012,Nissan,Altima,S,127000,9
2012,Nissan,Altima,S,127000,29
2012,Nissan,Altima,S,128000,47
2012,Nissan,Altima,S,130000,52
2012,Nissan,Altima,S,131000,17
2012,Nissan,Altima,S,135000,25
2012,Nissan,Altima,S,136147,57
2012,Nissan,Altima,S,137000,14
2012,Nissan,Altima,S,137000,16
2012,Nissan,Altima,S,141000,103
2012,Nissan,Altima,S,142000,102
2012,Nissan,Altima,S,146000,37
2012,Nissan,Altima,S,150000,27
2012,Nissan,Altima,S,150000,62
2012,Nissan,Altima,S,150397,104
2012,Nissan,Altima,S,156000,61
2012,Nissan,Altima,S,159237,112
2012,Nissan,Altima,S,160000,95
2012,Nissan,Altima,S,163800,101
2012,Nissan,Altima,S,165000,113
2012,Nissan,Altima,S,168000,74
2012,Nissan,Altima,S,170000,70
2012,Nissan,Altima,S,174000,68
2012,Nissan,Altima,S,175000,30
2012,Nissan,Altima,S,177000,14
2012,Nissan,Altima,S,177335,47
2012,Nissan,Altima,S,178849,104
2012,Nissan,Altima,S,180000,9
2012,Nissan,Altima,S,180000,95
2012,Nissan,Altima,S,180000,105
2012,Nissan,Altima,S,180000,114
2012,Nissan,Altima,S,181000,23
2012,Nissan,Altima,S,181000,95
2012,Nissan,Altima,S,184012,28
2012,Nissan,Altima,S,184052,14
2012,Nissan,Altima,S,185000,102
2012,Nissan,Altima,S,185000,103
2012,Nissan,Altima,S,190000,29
2012,Nissan,Altima,S,190000,65
2012,Nissan,Altima,S,190000,95
2012,Nissan,Altima,S,190000,106
2012,Nissan,Altima,S,192000,154
2012,Nissan,Altima,S,193000,17
2012,Nissan,Altima,S,194000,47
2012,Nissan,Altima,S,194000,63
2012,Nissan,Altima,S,194000,111
2012,Nissan,Altima,S,194000,114
2012,Nissan,Altima,S,195000,25
2012,Nissan,Altima,S,197000,95
2012,Nissan,Altima,S,197680,115
2012,Nissan,Altima,S,200000,95
2012,Nissan,Altima,S,202000,111
2012,Nissan,Altima,S,203000,94
2012,Nissan,Altima,S,204000,95
2012,Nissan,Altima,S,205000,18
2012,Nissan,Altima,S,205000,95
2012,Nissan,Altima,S,205000,99
2012,Nissan,Altima,S,207000,106
2012,Nissan,Altima,S,207998,88
2012,Nissan,Altima,S,212500,110
2012,Nissan,Altima,S,212600,115
2012,Nissan,Altima,S,215000,106
2012,Nissan,Altima,S,215999,113
2012,Nissan,Altima,S,216000,95
2012,Nissan,Altima,S,217000,45
2012,Nissan,Altima,S,219987,114
2012,Nissan,Altima,S,220000,109
2012,Nissan,Altima,S,225000,13
2012,Nissan,Altima,S,227500,95
2012,Nissan,Altima,S,230000,96
2012,Nissan,Altima,S,230000,97
2012,Nissan,Altima,S,230000,101
2012,Nissan,Altima,S,232700,16
2012,Nissan,Altima,S,234000,95
2012,Nissan,Altima,S,235331,95
2012,Nissan,Altima,S,238000,89
2012,Nissan,Altima,S,238000,95
2012,Nissan,Altima,S,245000,101
2012,Nissan,Altima,S,250000,29
2012,Nissan,Altima,S,250000,48
2012,Nissan,Altima,S,250000,95
2012,Nissan,Altima,S,250000,108
2012,Nissan,Altima,S,250000,109
2012,Nissan,Altima,S,252000,94
2012,Nissan,Altima,S,255000,104
2012,Nissan,Altima,S,257000,67
2012,Nissan,Altima,S,277998,55
2012,Nissan,Altima,S,290000,47
2012,Nissan,Altima,S,295000,67
2012,Nissan,Altima,S,295000,70
2012,Nissan,Altima,S,298000,104
2012,Nissan,Altima,S,300000,103
2012,Nissan,Altima,S,300000,109
2012,Nissan,Altima,S,310000,31
2012,Nissan,Altima,S,310000,103
2012,Nissan,Altima,S,312000,116
2012,Nissan,Altima,S,318000,154
2012,Nissan,Altima,S,320000,95
2012,Nissan,Altima,S,325000,95
2012,Nissan,Altima,S,345000,95
2012,Nissan,Altima,S,345000,115
2012,Nissan,Altima,S,349000,108
2012,Nissan,Altima,S,394633,128
2012,Nissan,Altima,S,400000,21
2012,Nissan,Altima,S,400000,57
2012,Nissan,Altima,S,400000,112
2012,Nissan,Altima,S,470000,95
2012,Nissan,Altima,S,2000000,76
2012,Nissan,Altima,S,2030000,107
2012,Nissan,Altima,SE,84000,14
2012,Nissan,Altima,SE,119000,68
2012,Nissan,Altima,SE,127000,14
2012,Nissan,Altima,SE,147000,20
2012,Nissan,Altima,SE,152000,106
2012,Nissan,Altima,SE,160000,21
2012,Nissan,Altima,SE,163000,37
2012,Nissan,Altima,SE,197000,61
2012,Nissan,Altima,SE,199000,39
2012,Nissan,Altima,SE,199000,68
2012,Nissan,Altima,SE,200000,10
2012,Nissan,Armada,LE,82000,27
2012,Nissan,Armada,LE,86000,9
2012,Nissan,Armada,LE,128000,18
2012,Nissan,Armada,LE,137350,14
2012,Nissan,Armada,LE,162000,52
2012,Nissan,Armada,LE,200000,53
2012,Nissan,Juke,S,61500,9
2012,Nissan,Juke,S,120000,27
2012,Nissan,Juke,S,135033,141
2012,Nissan,Juke,S,182000,18
2012,Nissan,Juke,SL,72000,107
2012,Nissan,Juke,SL,105000,8
2012,Nissan,Juke,SL,126000,47
2012,Nissan,Juke,SL,176000,36
2012,Nissan,Juke,SL,179998,101
2012,Nissan,Juke,SL,219000,114
2012,Nissan,Juke,SL,243200,41
2012,Nissan,Juke,SL,245000,103
2012,Nissan,Maxima,S,92000,118
2012,Nissan,Maxima,S,93000,111
2012,Nissan,Maxima,S,100650,106
2012,Nissan,Maxima,S,106300,57
2012,Nissan,Maxima,S,170000,95
2012,Nissan,Maxima,S,279000,154
2012,Nissan,Maxima,SL,255000,68
2012,Nissan,Maxima,SR,22000,105
2012,Nissan,Maxima,SR,84000,64
2012,Nissan,Maxima,SR,104000,115
2012,Nissan,Maxima,SR,105000,17
2012,Nissan,Maxima,SR,132500,47
2012,Nissan,Maxima,SR,194000,115
2012,Nissan,Maxima,SV,50000,17
2012,Nissan,Maxima,SV,50000,38
2012,Nissan,Maxima,SV,58000,21
2012,Nissan,Maxima,SV,105000,32
2012,Nissan,Maxima,SV,115000,95
2012,Nissan,Maxima,SV,159000,9
2012,Nissan,Maxima,SV,175000,47
2012,Nissan,Maxima,SV,185000,8
2012,Nissan,Maxima,SV,185000,54
2012,Nissan,Maxima,SV,194245,95
2012,Nissan,Maxima,SV,259000,77
2012,Nissan,Maxima,SV,260000,93
