year,make,model,trim,mileage,days_to_sell
2013,Hyundai,Tucson,GLS,89000,12
2013,Hyundai,Tucson,GLS,132000,17
2013,Hyundai,Tucson,GLS,143000,16
2013,Hyundai,Tucson,GLS,170000,43
2013,Hyundai,Tucson,GLS,183000,16
2013,Hyundai,Tucson,GLS,243000,20
2013,Hyundai,Veloster,Turbo,56000,64
2013,Hyundai,Veloster,Turbo,75000,60
2013,Hyundai,Veloster,Turbo,77000,59
2013,Hyundai,Veloster,Turbo,78000,36
2013,Hyundai,Veloster,Turbo,84000,10
2013,Hyundai,Veloster,Turbo,95000,56
2013,Hyundai,Veloster,Turbo,148000,8
2013,Hyundai,Veloster,Turbo,206000,68
2013,Infiniti,FX35,Std,47500,107
2013,Infiniti,G25,Std,78000,56
2013,Infiniti,G25,Std,130000,50
2013,Jaguar,XF,Luxury,118000,59
2013,Jaguar,XF,"Premium Luxury",10000,17
2013,Jaguar,XF,"Premium Luxury",119000,68
2013,Jaguar,XK,Portfolio,42000,132
2013,Jaguar,XK,Portfolio,78000,154
2013,Jaguar,XK,Standard,42000,56
2013,Jeep,"Grand Cherokee",Laredo,280000,15
2013,Jeep,"Grand Cherokee",Limited,66000,95
2013,Jeep,"Grand Cherokee",Limited,74000,11
2013,Jeep,"Grand Cherokee",Limited,110148,36
2013,Jeep,"Grand Cherokee",Limited,110148,47
2013,Jeep,"Grand Cherokee",Limited,117000,21
2013,Jeep,"Grand Cherokee",Limited,117000,44
2013,Jeep,"Grand Cherokee",Limited,121000,13
2013,Jeep,"Grand Cherokee",Limited,122000,31
2013,Jeep,"Grand Cherokee",Limited,135000,9
2013,Jeep,"Grand Cherokee",Limited,137000,26
2013,Jeep,"Grand Cherokee",Limited,140000,107
2013,Jeep,"Grand Cherokee",Limited,142000,9
2013,Jeep,"Grand Cherokee",Limited,155000,26
2013,Jeep,"Grand Cherokee",Limited,158000,22
2013,Jeep,"Grand Cherokee",Limited,168000,17
2013,Jeep,"Grand Cherokee",Limited,171717,121
2013,Jeep,"Grand Cherokee",Limited,172000,24
2013,Jeep,"Grand Cherokee",Limited,257000,103
2013,Jeep,"Grand Cherokee","Limited Plus",27000,93
2013,Jeep,"Grand Cherokee","Limited Plus",72000,98
2013,Jeep,"Grand Cherokee","Limited Plus",109000,108
2013,Jeep,"Grand Cherokee","Limited Plus",130000,95
2013,Jeep,"Grand Cherokee","Limited Plus",160000,103
2013,Jeep,"Grand Cherokee","Limited Plus",379000,10
2013,Jeep,"Grand Cherokee",Overland,112820,16
2013,Jeep,"Grand Cherokee",Overland,112820,24
2013,Jeep,"Grand Cherokee",Overland,230000,32
2013,Jeep,"Grand Cherokee",SRT8,65000,29
2013,Jeep,"Grand Cherokee",SRT8,72000,26
2013,Jeep,"Grand Cherokee",SRT8,88000,29
2013,Jeep,"Grand Cherokee",SRT8,105500,8
2013,Jeep,"Grand Cherokee",SRT8,129000,13
2013,Jeep,"Grand Cherokee",SRT8,130000,15
2013,Jeep,"Grand Cherokee",SRT8,131000,131
2013,Jeep,"Grand Cherokee",SRT8,140000,83
2013,Jeep,"Grand Cherokee",SRT8,142792,90
2013,Jeep,"Grand Cherokee",SRT8,149000,8
2013,Jeep,"Grand Cherokee",SRT8,152000,75
2013,Jeep,"Grand Cherokee","SRT8 Alpine",132000,103
2013,Jeep,"Grand Cherokee","SRT8 Alpine",160000,90
2013,Jeep,Wrangler,Sahara,170000,47
2013,Jeep,Wrangler,Sport,118000,68
2013,Jeep,Wrangler,Sport,150000,73
2013,Jeep,Wrangler,"Unlimited Sahara",107000,12
2013,Jeep,Wrangler,"Unlimited Sahara",110000,90
2013,Jeep,Wrangler,"Unlimited Sahara",120000,31
2013,Jeep,Wrangler,"Unlimited Sahara",172000,22
2013,Jeep,Wrangler,"Unlimited Sahara",175000,16
2013,Jeep,Wrangler,"Unlimited Sahara Plus",172000,90
2013,Jeep,Wrangler,"Unlimited Sport",103000,9
2013,Jeep,Wrangler,"Unlimited Sport",154948,47
2013,Kia,Optima,EX,69500,50
2013,Kia,Optima,EX,102890,110
2013,Kia,Optima,EX,102890,111
2013,Kia,Optima,EX,102890,113
2013,Kia,Optima,EX,140123,38
2013,Kia,Optima,EX,143021,14
2013,Kia,Optima,EX,148456,18
2013,Kia,Optima,EX,159000,47
2013,Kia,Optima,EX,164000,12
2013,Kia,Optima,EX,169000,21
2013,Kia,Optima,EX,170000,20
2013,Kia,Optima,EX,198000,17
2013,Kia,Optima,EX,200000,15
2013,Kia,Optima,EX,200000,16
2013,Kia,Quoris,Top,155000,95
2013,Kia,Rio,"EX Mid",106000,110
2013,Kia,Sportage,EX,90000,47
2013,Kia,Sportage,EX,195000,47
2013,Kia,Sportage,LX,180000,113
2013,"Land Rover",Defender,110,24400,29
2013,"Land Rover",Defender,110,26000,58
2013,"Land Rover",Defender,110,63000,19
2013,"Land Rover",LR2,HSE,170000,57
2013,"Land Rover",LR4,HSE,78000,8
2013,"Land Rover",LR4,HSE,80000,12
2013,"Land Rover",LR4,HSE,114000,12
2013,"Land Rover",LR4,HSE,119000,88
2013,"Land Rover",LR4,HSE,125000,34
2013,"Land Rover",LR4,HSE,134000,90
2013,"Land Rover",LR4,HSE,168249,10
2013,"Land Rover",LR4,HSE,171000,27
2013,"Land Rover","Range Rover",Autobiography,56100,13
2013,"Land Rover","Range Rover",Autobiography,61000,93
2013,"Land Rover","Range Rover",Autobiography,67000,15
2013,"Land Rover","Range Rover",Autobiography,70000,46
2013,"Land Rover","Range Rover",Autobiography,75000,47
2013,"Land Rover","Range Rover",Autobiography,103400,29
2013,"Land Rover","Range Rover",Autobiography,128500,31
2013,"Land Rover","Range Rover",Autobiography,154000,14
2013,"Land Rover","Range Rover",Autobiography,156000,39
2013,"Land Rover","Range Rover",Autobiography,220000,27
2013,"Land Rover","Range Rover",HSE,102000,15
2013,"Land Rover","Range Rover",HSE,104000,101
2013,"Land Rover","Range Rover",HSE,122000,49
2013,"Land Rover","Range Rover",HSE,129000,23
2013,"Land Rover","Range Rover",HSE,166000,40
2013,"Land Rover","Range Rover",HSE,170000,11
2013,"Land Rover","Range Rover",HSE,180000,54
2013,"Land Rover","Range Rover",HSE,233493,11
2013,"Land Rover","Range Rover","Vogue SE",68000,16
2013,"Land Rover","Range Rover","Vogue SE",82000,26
2013,"Land Rover","Range Rover","Vogue SE",90800,90
2013,"Land Rover","Range Rover","Vogue SE",96000,42
2013,"Land Rover","Range Rover","Vogue SE",96000,63
2013,"Land Rover","Range Rover","Vogue SE",121000,14
2013,"Land Rover","Range Rover","Vogue SE",127000,85
2013,"Land Rover","Range Rover","Vogue SE",128659,42
2013,"Land Rover","Range Rover","Vogue SE",129000,17
2013,"Land Rover","Range Rover","Vogue SE",129000,73
2013,"Land Rover","Range Rover","Vogue SE",129560,13
2013,"Land Rover","Range Rover","Vogue SE",129800,47
2013,"Land Rover","Range Rover","Vogue SE",134000,32
2013,"Land Rover","Range Rover","Vogue SE",135000,31
2013,"Land Rover","Range Rover","Vogue SE",137000,45
2013,"Land Rover","Range Rover","Vogue SE",143000,38
2013,"Land Rover","Range Rover","Vogue SE",145000,96
2013,"Land Rover","Range Rover","Vogue SE",167000,27
2013,"Land Rover","Range Rover","Vogue SE",170000,114
2013,"Land Rover","Range Rover","Vogue SE",175000,36
2013,"Land Rover","Range Rover","Vogue SE",180000,16
2013,"Land Rover","Range Rover","Vogue SE",182000,28
2013,"Land Rover","Range Rover","Vogue SE",193000,13
2013,"Land Rover","Range Rover","Vogue SE",195000,55
2013,"Land Rover","Range Rover","Vogue SE",195000,90
2013,"Land Rover","Range Rover","Vogue SE",196000,13
2013,"Land Rover","Range Rover Evoque",Dynamic,106000,10
2013,"Land Rover","Range Rover Evoque",Dynamic,107000,12
2013,"Land Rover","Range Rover Evoque",Dynamic,108000,8
2013,"Land Rover","Range Rover Evoque",Dynamic,108000,11
2013,"Land Rover","Range Rover Evoque",Dynamic,108000,26
2013,"Land Rover","Range Rover Evoque",Dynamic,119000,8
2013,"Land Rover","Range Rover Evoque",Dynamic,125000,76
2013,"Land Rover","Range Rover Evoque",Dynamic,129000,47
2013,"Land Rover","Range Rover Evoque",Dynamic,144000,55
2013,"Land Rover","Range Rover Evoque",Dynamic,156000,23
2013,"Land Rover","Range Rover Evoque","Dynamic Plus",150000,83
2013,"Land Rover","Range Rover Evoque","Dynamic Plus",165000,30
2013,"Land Rover","Range Rover Sport",HSE,179000,90
2013,"Land Rover","Range Rover Sport","HSE Dynamic",55000,64
2013,"Land Rover","Range Rover Sport","HSE Dynamic",77000,15
2013,"Land Rover","Range Rover Sport","HSE Dynamic",87000,20
2013,"Land Rover","Range Rover Sport","HSE Dynamic",94950,12
2013,"Land Rover","Range Rover Sport","HSE Dynamic",108016,36
2013,"Land Rover","Range Rover Sport","HSE Dynamic",111000,35
2013,"Land Rover","Range Rover Sport","HSE Dynamic",115000,9
2013,"Land Rover","Range Rover Sport","HSE Dynamic",115550,36
2013,"Land Rover","Range Rover Sport","HSE Dynamic",122000,36
2013,"Land Rover","Range Rover Sport","HSE Dynamic",122000,74
2013,"Land Rover","Range Rover Sport","HSE Dynamic",125000,45
2013,"Land Rover","Range Rover Sport","HSE Dynamic",127000,87
2013,"Land Rover","Range Rover Sport","HSE Dynamic",128612,36
2013,"Land Rover","Range Rover Sport","HSE Dynamic",134000,62
2013,"Land Rover","Range Rover Sport","HSE Dynamic",135000,24
2013,"Land Rover","Range Rover Sport","HSE Dynamic",135000,25
2013,"Land Rover","Range Rover Sport","HSE Dynamic",137896,21
2013,"Land Rover","Range Rover Sport","HSE Dynamic",138539,103
2013,"Land Rover","Range Rover Sport","HSE Dynamic",148500,38
2013,"Land Rover","Range Rover Sport","HSE Dynamic",153500,14
2013,"Land Rover","Range Rover Sport","HSE Dynamic",153507,29
2013,"Land Rover","Range Rover Sport","HSE Dynamic",167000,44
2013,"Land Rover","Range Rover Sport","HSE Dynamic",171000,22
2013,"Land Rover","Range Rover Sport","HSE Dynamic",175000,82
2013,"Land Rover","Range Rover Sport","HSE Dynamic",179144,36
2013,"Land Rover","Range Rover Sport","HSE Dynamic",183000,12
2013,"Land Rover","Range Rover Sport","HSE Dynamic",186000,27
2013,"Land Rover","Range Rover Sport",HST,99000,19
2013,"Land Rover","Range Rover Sport",HST,138750,90
2013,"Land Rover","Range Rover Sport",SE,71000,17
2013,"Land Rover","Range Rover Sport",SE,74000,16
2013,"Land Rover","Range Rover Sport",SE,101775,70
2013,"Land Rover","Range Rover Sport",SE,111000,47
2013,"Land Rover","Range Rover Sport",SE,122000,35
2013,"Land Rover","Range Rover Sport",SE,137000,90
2013,"Land Rover","Range Rover Sport",SE,146000,22
2013,Lexus,ES250,Platinum,53000,13
2013,Lexus,ES350,Platinum,70000,17
2013,Lexus,ES350,Platinum,160000,10
2013,Lexus,ES350,Titanium,203000,26
2013,Lexus,ES350,Titanium,209000,65
2013,Lexus,ES350,Titanium,220000,22
2013,Lexus,ES350,Titanium,225000,8
2013,Lexus,ES350,Titanium,275000,46
2013,Lexus,GS350,Platinum,190000,20
2013,Lexus,GS450h,"F Sport",166000,34
2013,Lexus,GS450h,"F Sport",190000,20
2013,Lexus,LX570,Platinum,230,29
2013,Lexus,LX570,Platinum,138000,37
2013,Lexus,LX570,Platinum,143000,9
2013,Lexus,LX570,Platinum,146000,24
2013,Lexus,LX570,Platinum,146000,78
2013,Lexus,LX570,Platinum,151000,58
2013,Lexus,LX570,Platinum,156000,16
2013,Lexus,LX570,Platinum,167000,9
2013,Lexus,LX570,Platinum,185000,8
2013,Lexus,LX570,Platinum,187000,12
2013,Lexus,LX570,Platinum,219000,14
2013,Lexus,LX570,Platinum,219000,20
2013,Lexus,LX570,Platinum,363000,12
2013,Lexus,RX350,F-Sport,135000,82
2013,Lexus,RX350,Platinum,120000,30
2013,Lexus,RX350,Platinum,122000,12
2013,Lexus,RX350,Platinum,169000,12
2013,Lexus,RX350,Platinum,195000,11
2013,Lexus,RX350,Premier,154000,30
2013,Lincoln,MKX,Std,88000,98
2013,Lincoln,MKX,Std,90000,77
2013,Lincoln,MKX,Std,115000,123
2013,Lincoln,MKX,Std,120000,103
2013,Lincoln,MKX,Std,131000,95
2013,Lincoln,MKX,Std,133000,94
2013,Maserati,GranTurismo,Std,28000,34
2013,Mazda,6,S,350000,51
2013,Mazda,6,V,67342,75
2013,Mazda,6,V,244000,96
2013,Mazda,"CX 9",GT,140000,34
2013,Mazda,"CX 9",GTX,110000,58
2013,Mazda,"CX 9",GTX,121000,9
2013,Mazda,"CX 9",GTX,145000,45
2013,Mazda,"CX 9",GTX,151000,115
2013,Mazda,"CX 9",GTX,153000,27
2013,Mazda,"CX 9",GTX,182000,90
2013,Mazda,"CX 9",GTX,219000,57
2013,McLaren,"MP4 12C",Standard,24000,64
2013,"Mercedes Benz","A 250",std,81000,36
2013,"Mercedes Benz","A 250",std,118332,36
2013,"Mercedes Benz","A 250",std,137282,36
2013,"Mercedes Benz","A 250",std,169000,20
2013,"Mercedes Benz","C 200",Avantgarde,15000,15
2013,"Mercedes Benz","C 200",Avantgarde,118000,57
2013,"Mercedes Benz","C 200",Avantgarde,142000,8
2013,"Mercedes Benz","C 200",Avantgarde,147000,26
2013,"Mercedes Benz","C 200",Avantgarde,203000,20
2013,"Mercedes Benz","C 250",Standard,82000,27
2013,"Mercedes Benz","C 250",Standard,133750,27
2013,"Mercedes Benz","C 250",Standard,177000,11
2013,"Mercedes Benz","C 63 AMG",Std,52199,79
2013,"Mercedes Benz","C 63 AMG",Std,52199,82
2013,"Mercedes Benz","C 63 AMG",Std,103000,47
2013,"Mercedes Benz","C 63 AMG",Std,115000,13
2013,"Mercedes Benz","C 63 AMG",Std,120000,29
2013,"Mercedes Benz","C 63 AMG",Std,121000,90
2013,"Mercedes Benz","C 63 AMG",Std,124000,22
2013,"Mercedes Benz","C 63 AMG",Std,183000,32
2013,"Mercedes Benz","CLS 350",Standard,90000,47
2013,"Mercedes Benz","G 500",Standard,52000,70
2013,"Mercedes Benz","G 500",Standard,76000,186
2013,"Mercedes Benz","G 500",Standard,106000,96
2013,"Mercedes Benz","G 500",Standard,113000,38
2013,"Mercedes Benz","G 63 AMG",Standard,104000,8
2013,"Mercedes Benz","G 63 AMG",Standard,104000,10
2013,"Mercedes Benz","G 63 AMG",Standard,106000,26
2013,"Mercedes Benz","G 63 AMG",Standard,106000,37
2013,"Mercedes Benz","G 63 AMG",Standard,111000,24
2013,"Mercedes Benz","G 63 AMG",Standard,118500,23
2013,"Mercedes Benz","G 63 AMG",Standard,119000,24
2013,"Mercedes Benz","G 63 AMG",Standard,125000,40
2013,"Mercedes Benz","G 63 AMG",Standard,126000,11
2013,"Mercedes Benz","G 63 AMG",Standard,130000,11
2013,"Mercedes Benz","G 63 AMG",Standard,135000,90
2013,"Mercedes Benz","G 63 AMG",Standard,140000,80
2013,"Mercedes Benz","G 63 AMG",Standard,142000,63
2013,"Mercedes Benz","G 63 AMG",Standard,155000,90
2013,"Mercedes Benz","G 63 AMG",Standard,162000,12
2013,"Mercedes Benz","G 63 AMG",Standard,166863,18
2013,"Mercedes Benz","G 63 AMG",Standard,174000,90
2013,"Mercedes Benz","G 65 AMG",Standard,1000,71
2013,"Mercedes Benz","G 65 AMG",Standard,1534,109
2013,"Mercedes Benz","G 65 AMG",Standard,18000,15
2013,"Mercedes Benz","G 65 AMG",Standard,24700,33
2013,"Mercedes Benz","G 65 AMG",Standard,25963,21
2013,"Mercedes Benz","G 65 AMG",Standard,27000,46
2013,"Mercedes Benz","G 65 AMG",Standard,58614,10
2013,"Mercedes Benz","G 65 AMG",Standard,58614,89
2013,"Mercedes Benz","G 65 AMG",Standard,69943,90
2013,"Mercedes Benz","G 65 AMG",Standard,73100,90
2013,"Mercedes Benz","GL 500",Standard,57000,39
2013,"Mercedes Benz","GL 500",Standard,58400,113
2013,"Mercedes Benz","GL 500",Standard,79415,36
2013,"Mercedes Benz","GL 500",Standard,86000,38
2013,"Mercedes Benz","GL 500",Standard,92000,47
2013,"Mercedes Benz","GL 500",Standard,95000,19
2013,"Mercedes Benz","GL 500",Standard,97000,29
2013,"Mercedes Benz","GL 500",Standard,99000,31
2013,"Mercedes Benz","GL 500",Standard,102000,93
2013,"Mercedes Benz","GL 500",Standard,102500,53
2013,"Mercedes Benz","GL 500",Standard,102628,36
2013,"Mercedes Benz","GL 500",Standard,102628,47
2013,"Mercedes Benz","GL 500",Standard,112000,47
2013,"Mercedes Benz","GL 500",Standard,115000,94
2013,"Mercedes Benz","GL 500",Standard,119300,20
2013,"Mercedes Benz","GL 500",Standard,128000,31
2013,"Mercedes Benz","GL 500",Standard,136000,18
2013,"Mercedes Benz","GL 500",Standard,149000,81
2013,"Mercedes Benz","GL 500",Standard,151000,51
2013,"Mercedes Benz","GL 500",Standard,159114,44
2013,"Mercedes Benz","GL 500",Standard,159114,121
2013,"Mercedes Benz","GL 500",Standard,173000,41
2013,"Mercedes Benz","GL 500",Standard,175000,103
2013,"Mercedes Benz","GL 500",Standard,185000,57
2013,"Mercedes Benz","GL 500",Standard,185750,46
2013,"Mercedes Benz","GL 63 AMG",Standard,112000,31
2013,"Mercedes Benz","GLK 350",Standard,98000,90
2013,"Mercedes Benz","GLK 350",Standard,110000,12
2013,"Mercedes Benz","GLK 350",Standard,114000,27
2013,"Mercedes Benz","GLK 350",Standard,162000,15
2013,"Mercedes Benz","ML 350",Standard,53000,71
2013,"Mercedes Benz","ML 350",Standard,69000,90
2013,"Mercedes Benz","ML 350",Standard,77000,36
2013,"Mercedes Benz","ML 350",Standard,89000,41
2013,"Mercedes Benz","ML 350",Standard,96000,80
2013,"Mercedes Benz","ML 350",Standard,100000,84
2013,"Mercedes Benz","ML 350",Standard,105000,112
2013,"Mercedes Benz","ML 350",Standard,108000,24
2013,"Mercedes Benz","ML 350",Standard,112000,30
2013,"Mercedes Benz","ML 350",Standard,115000,12
2013,"Mercedes Benz","ML 350",Standard,115000,15
2013,"Mercedes Benz","ML 350",Standard,130315,36
2013,"Mercedes Benz","ML 350",Standard,134579,42
2013,"Mercedes Benz","ML 350",Standard,140000,38
2013,"Mercedes Benz","ML 350",Standard,144000,95
2013,"Mercedes Benz","ML 350",Standard,148000,33
2013,"Mercedes Benz","ML 350",Standard,149950,17
2013,"Mercedes Benz","ML 350",Standard,151869,90
2013,"Mercedes Benz","ML 350",Standard,157423,90
2013,"Mercedes Benz","ML 350",Standard,191000,106
2013,"Mercedes Benz","ML 500",Standard,58100,33
2013,"Mercedes Benz","ML 500",Standard,74900,83
2013,"Mercedes Benz","ML 500",Standard,87000,21
2013,"Mercedes Benz","ML 500",Standard,108000,15
2013,"Mercedes Benz","ML 500",Standard,117000,90
2013,"Mercedes Benz","ML 500",Standard,124000,11
2013,"Mercedes Benz","ML 500",Standard,124000,12
2013,"Mercedes Benz","ML 500",Standard,124000,14
2013,"Mercedes Benz","ML 500",Standard,124000,60
2013,"Mercedes Benz","ML 500",Standard,131000,90
2013,"Mercedes Benz","ML 500",Standard,134000,17
2013,"Mercedes Benz","ML 500",Standard,134000,70
2013,"Mercedes Benz","ML 500",Standard,156000,24
2013,"Mercedes Benz","ML 500",Standard,160000,60
2013,"Mercedes Benz","ML 63 AMG",Standard,75000,24
2013,"Mercedes Benz","ML 63 AMG",Standard,75000,44
2013,"Mercedes Benz","ML 63 AMG",Standard,75000,49
2013,"Mercedes Benz","ML 63 AMG",Standard,132000,90
2013,"Mercedes Benz","ML 63 AMG",Standard,153000,17
2013,"Mercedes Benz","ML 63 AMG",Standard,170000,13
2013,"Mercedes Benz","S 350",Standard,52000,12
2013,"Mercedes Benz","S 350",Standard,135000,22
2013,"Mercedes Benz","S 350",Standard,135600,78
2013,"Mercedes Benz","S 350",Standard,154000,158
2013,"Mercedes Benz","S 350",Standard,159000,186
2013,"Mercedes Benz","SL 350",AMG,45000,32
2013,"Mercedes Benz","SL 350",AMG,73000,80
2013,"Mercedes Benz","SL 500",Standard,61000,140
2013,"Mercedes Benz","SL 500",Standard,70073,47
2013,"Mercedes Benz","SL 500",Standard,80000,27
2013,"Mercedes Benz","SL 500",Standard,113000,46
2013,"Mercedes Benz","SLK 200",Standard,52000,96
2013,"Mercedes Benz","SLK 250",Standard,125305,81
2013,"Mercedes Benz","SLS AMG",GT,8000,26
2013,"Mercedes Benz","SLS AMG",Standard,37000,56
2013,"Mercedes Benz",Viano,Ambiente,40000,27
2013,"Mercedes Benz",Viano,Ambiente,144000,42
2013,MINI,Countryman,S,128000,32
2013,MINI,Countryman,S,180000,86
2013,MINI,Countryman,"S JCW",125000,90
2013,MINI,Countryman,"S JCW",189000,21
2013,MINI,Countryman,Standard,150000,52
2013,MINI,Hatch,S,69000,17
2013,MINI,Hatch,S,76000,9
2013,MINI,Hatch,S,85000,90
2013,MINI,Hatch,S,87000,9
2013,MINI,Hatch,S,97000,30
2013,MINI,Hatch,S,109000,70
2013,MINI,Hatch,S,110000,31
2013,MINI,Hatch,S,120000,12
2013,MINI,Hatch,S,120000,16
2013,MINI,Hatch,S,148000,149
2013,MINI,Hatch,S,212000,67
2013,MINI,Hatch,Standard,42000,63
2013,MINI,Hatch,Standard,42000,94
2013,MINI,Hatch,Standard,100000,67
2013,MINI,Hatch,Standard,109500,45
2013,MINI,Hatch,Standard,120000,108
2013,MINI,Hatch,Standard,150000,56
2013,Mitsubishi,ASX,Low,85779,13
2013,Mitsubishi,ASX,Low,155000,24
2013,Mitsubishi,ASX,Low,160000,8
2013,Mitsubishi,Galant,ES,114000,47
2013,Mitsubishi,L200,Standard,92000,18
2013,Mitsubishi,L200,Standard,118000,72
2013,Mitsubishi,L200,Standard,134000,61
2013,Mitsubishi,L200,Standard,142000,12
2013,Mitsubishi,L200,Standard,144000,91
2013,Mitsubishi,L200,Standard,148000,51
2013,Mitsubishi,L200,Standard,160500,60
2013,Mitsubishi,L200,Standard,162450,21
2013,Mitsubishi,L200,Standard,175000,15
2013,Mitsubishi,L200,Standard,176000,12
2013,Mitsubishi,L200,Standard,198000,58
2013,Mitsubishi,L200,Standard,206000,17
2013,Mitsubishi,L200,Standard,216000,17
2013,Mitsubishi,L200,Standard,232000,50
2013,Mitsubishi,L200,Standard,252000,12
2013,Mitsubishi,L200,Standard,288000,28
2013,Mitsubishi,L200,Standard,300000,32
2013,Mitsubishi,L200,Standard,428000,30
2013,Mitsubishi,Outlander,GLS,141200,36
2013,Mitsubishi,Pajero,GLS,350,34
2013,Mitsubishi,Pajero,GLS,8040,45
2013,Mitsubishi,Pajero,GLS,27000,101
2013,Mitsubishi,Pajero,GLS,41999,107
2013,Mitsubishi,Pajero,GLS,150000,95
2013,Mitsubishi,Pajero,GLS,165658,16
2013,Mitsubishi,Pajero,GLS,255000,109
2013,Mitsubishi,Pajero,"GLS Base",103000,50
2013,Mitsubishi,Pajero,"GLS Base",107000,101
2013,Mitsubishi,Pajero,"GLS Base",107391,49
2013,Mitsubishi,Pajero,"GLS Base",160000,64
2013,Mitsubishi,Pajero,"GLS Base",180000,115
2013,Mitsubishi,Pajero,"GLS Highline",89500,95
2013,Mitsubishi,Pajero,"GLS Mid",93000,57
2013,Mitsubishi,Pajero,"GLS Top",106000,94
2013,Nissan,370Z,Standard,65000,104
2013,Nissan,370Z,Standard,87000,28
2013,Nissan,370Z,Standard,122000,98
2013,Nissan,370Z,Standard,145000,32
2013,Nissan,Altima,S,15600,108
2013,Nissan,Altima,S,80000,101
2013,Nissan,Altima,S,82000,33
2013,Nissan,Altima,S,85000,100
2013,Nissan,Altima,S,91000,110
2013,Nissan,Altima,S,91000,111
2013,Nissan,Altima,S,96500,112
2013,Nissan,Altima,S,97000,16
2013,Nissan,Altima,S,97000,65
2013,Nissan,Altima,S,99000,30
2013,Nissan,Altima,S,100000,47
2013,Nissan,Altima,S,100000,66
2013,Nissan,Altima,S,100000,109
2013,Nissan,Altima,S,104694,63
2013,Nissan,Altima,S,105400,23
2013,Nissan,Altima,S,106000,109
2013,Nissan,Altima,S,115000,37
2013,Nissan,Altima,S,116000,22
2013,Nissan,Altima,S,118000,21
2013,Nissan,Altima,S,123000,57
2013,Nissan,Altima,S,127000,73
2013,Nissan,Altima,S,130000,12
2013,Nissan,Altima,S,131000,29
2013,Nissan,Altima,S,139000,12
2013,Nissan,Altima,S,140000,57
2013,Nissan,Altima,S,145000,10
2013,Nissan,Altima,S,145000,11
2013,Nissan,Altima,S,146800,13
2013,Nissan,Altima,S,152000,94
2013,Nissan,Altima,S,154100,47
2013,Nissan,Altima,S,155000,95
2013,Nissan,Altima,S,160000,47
2013,Nissan,Altima,S,166000,13
2013,Nissan,Altima,S,180000,21
2013,Nissan,Altima,S,187500,30
2013,Nissan,Altima,S,189000,20
2013,Nissan,Altima,S,200000,68
2013,Nissan,Altima,S,200207,107
2013,Nissan,Altima,S,202000,45
2013,Nissan,Altima,S,203500,110
2013,Nissan,Altima,S,220000,50
2013,Nissan,Altima,S,220000,103
2013,Nissan,Altima,S,225000,56
2013,Nissan,Altima,S,230000,14
2013,Nissan,Altima,S,250000,47
2013,Nissan,Altima,S,253000,46
2013,Nissan,Altima,S,255913,27
2013,Nissan,Altima,S,290000,34
2013,Nissan,Altima,S,300000,110
2013,Nissan,Altima,SL,350,95
2013,Nissan,Altima,SL,9000,11
2013,Nissan,Altima,SL,9000,13
2013,Nissan,Altima,SL,16000,32
2013,Nissan,Altima,SL,24200,31
2013,Nissan,Altima,SL,25000,65
2013,Nissan,Altima,SL,40000,41
2013,Nissan,Altima,SL,40000,51
2013,Nissan,Altima,SL,40000,52
2013,Nissan,Altima,SL,57000,29
2013,Nissan,Altima,SL,57000,39
2013,Nissan,Altima,SL,60000,50
2013,Nissan,Altima,SL,62000,9
2013,Nissan,Altima,SL,70000,111
2013,Nissan,Altima,SL,72000,28
2013,Nissan,Altima,SL,75000,46
2013,Nissan,Altima,SL,89000,84
2013,Nissan,Altima,SL,90000,40
2013,Nissan,Altima,SL,91000,95
2013,Nissan,Altima,SL,92000,12
2013,Nissan,Altima,SL,93000,28
2013,Nissan,Altima,SL,95000,71
2013,Nissan,Altima,SL,96000,10
2013,Nissan,Altima,SL,98000,9
2013,Nissan,Altima,SL,102300,12
2013,Nissan,Altima,SL,104000,16
2013,Nissan,Altima,SL,110000,47
2013,Nissan,Altima,SL,112000,47
2013,Nissan,Altima,SL,113000,62
2013,Nissan,Altima,SL,121000,13
2013,Nissan,Altima,SL,121000,45
2013,Nissan,Altima,SL,121300,8
2013,Nissan,Altima,SL,123000,13
2013,Nissan,Altima,SL,123000,18
2013,Nissan,Altima,SL,125000,17
2013,Nissan,Altima,SL,128000,99
2013,Nissan,Altima,SL,130000,114
2013,Nissan,Altima,SL,133000,24
2013,Nissan,Altima,SL,134000,47
2013,Nissan,Altima,SL,136000,47
2013,Nissan,Altima,SL,140000,103
2013,Nissan,Altima,SL,140000,104
2013,Nissan,Altima,SL,145000,114
2013,Nissan,Altima,SL,145238,154
2013,Nissan,Altima,SL,150000,9
2013,Nissan,Altima,SL,152000,14
2013,Nissan,Altima,SL,155000,75
2013,Nissan,Altima,SL,155600,35
2013,Nissan,Altima,SL,158000,54
2013,Nissan,Altima,SL,159000,47
2013,Nissan,Altima,SL,165000,45
2013,Nissan,Altima,SL,174000,95
2013,Nissan,Altima,SL,180000,95
2013,Nissan,Altima,SL,190150,103
2013,Nissan,Altima,SL,194245,113
2013,Nissan,Altima,SL,200000,100
2013,Nissan,Altima,SL,207000,47
2013,Nissan,Altima,SL,212305,97
2013,Nissan,Altima,SL,215250,109
2013,Nissan,Altima,SL,220000,154
2013,Nissan,Altima,SL,250000,59
2013,Nissan,Altima,SL,250000,89
2013,Nissan,Altima,SL,253488,13
