year,make,model,trim,days_to_sell
2014,Kia,Rio,"EX Top",95
2014,Kia,Rio,"EX Top",137
2014,Kia,Rio,LX,42
2014,Kia,Rio,LX,47
2014,Kia,Rio,LX,57
2014,Kia,Sorento,LX,46
2014,Kia,Sportage,LX,95
2014,Kia,Sportage,LX,97
2014,Kia,Sportage,LX,103
2014,Kia,Sportage,"LX Top",16
2014,Kia,Sportage,"LX Top",23
2014,Kia,Sportage,"LX Top",42
2014,Kia,Sportage,"LX Top",56
2014,"Land Rover",LR4,HSE,12
2014,"Land Rover",LR4,HSE,13
2014,"Land Rover",LR4,HSE,32
2014,"Land Rover",LR4,HSE,90
2014,"Land Rover","Range Rover",Autobiography,9
2014,"Land Rover","Range Rover",Autobiography,10
2014,"Land Rover","Range Rover",Autobiography,27
2014,"Land Rover","Range Rover",Autobiography,38
2014,"Land Rover","Range Rover",Autobiography,42
2014,"Land Rover","Range Rover",Autobiography,47
2014,"Land Rover","Range Rover",Autobiography,49
2014,"Land Rover","Range Rover",Autobiography,78
2014,"Land Rover","Range Rover",Autobiography,88
2014,"Land Rover","Range Rover",Autobiography,138
2014,"Land Rover","Range Rover",HSE,8
2014,"Land Rover","Range Rover",HSE,10
2014,"Land Rover","Range Rover",HSE,12
2014,"Land Rover","Range Rover",HSE,14
2014,"Land Rover","Range Rover",HSE,15
2014,"Land Rover","Range Rover",HSE,21
2014,"Land Rover","Range Rover",HSE,26
2014,"Land Rover","Range Rover",HSE,31
2014,"Land Rover","Range Rover",HSE,49
2014,"Land Rover","Range Rover",HSE,51
2014,"Land Rover","Range Rover",HSE,62
2014,"Land Rover","Range Rover",HSE,90
2014,"Land Rover","Range Rover",HSE,95
2014,"Land Rover","Range Rover",HSE,100
2014,"Land Rover","Range Rover",HSE,140
2014,"Land Rover","Range Rover","Vogue LE",19
2014,"Land Rover","Range Rover","Vogue LE",20
2014,"Land Rover","Range Rover","Vogue SE",9
2014,"Land Rover","Range Rover","Vogue SE",10
2014,"Land Rover","Range Rover","Vogue SE",11
2014,"Land Rover","Range Rover","Vogue SE",12
2014,"Land Rover","Range Rover","Vogue SE",13
2014,"Land Rover","Range Rover","Vogue SE",14
2014,"Land Rover","Range Rover","Vogue SE",15
2014,"Land Rover","Range Rover","Vogue SE",16
2014,"Land Rover","Range Rover","Vogue SE",17
2014,"Land Rover","Range Rover","Vogue SE",19
2014,"Land Rover","Range Rover","Vogue SE",26
2014,"Land Rover","Range Rover","Vogue SE",28
2014,"Land Rover","Range Rover","Vogue SE",30
2014,"Land Rover","Range Rover","Vogue SE",34
2014,"Land Rover","Range Rover","Vogue SE",38
2014,"Land Rover","Range Rover","Vogue SE",39
2014,"Land Rover","Range Rover","Vogue SE",41
2014,"Land Rover","Range Rover","Vogue SE",45
2014,"Land Rover","Range Rover","Vogue SE",46
2014,"Land Rover","Range Rover","Vogue SE",50
2014,"Land Rover","Range Rover","Vogue SE",55
2014,"Land Rover","Range Rover","Vogue SE",62
2014,"Land Rover","Range Rover","Vogue SE",65
2014,"Land Rover","Range Rover","Vogue SE",86
2014,"Land Rover","Range Rover","Vogue SE",90
2014,"Land Rover","Range Rover","Vogue SE",138
2014,"Land Rover","Range Rover Evoque",Dynamic,16
2014,"Land Rover","Range Rover Evoque",Dynamic,17
2014,"Land Rover","Range Rover Evoque",Dynamic,19
2014,"Land Rover","Range Rover Evoque",Dynamic,52
2014,"Land Rover","Range Rover Evoque",Dynamic,53
2014,"Land Rover","Range Rover Evoque","Dynamic Plus",13
2014,"Land Rover","Range Rover Evoque","Dynamic Plus",47
2014,"Land Rover","Range Rover Sport",Autobiography,26
2014,"Land Rover","Range Rover Sport",Autobiography,56
2014,"Land Rover","Range Rover Sport",Autobiography,61
2014,"Land Rover","Range Rover Sport","Autobiography Dynamic",12
2014,"Land Rover","Range Rover Sport","Autobiography Dynamic",13
2014,"Land Rover","Range Rover Sport",HSE,9
2014,"Land Rover","Range Rover Sport","HSE LE",12
2014,"Land Rover","Range Rover Sport","HSE LE",17
2014,"Land Rover","Range Rover Sport","HSE LE",31
2014,"Land Rover","Range Rover Sport","HSE LE",32
2014,"Land Rover","Range Rover Sport","HSE LE",34
2014,"Land Rover","Range Rover Sport","HSE LE",36
2014,"Land Rover","Range Rover Sport","HSE LE",50
2014,"Land Rover","Range Rover Sport","HSE LE",68
2014,"Land Rover","Range Rover Sport","HSE LE",76
2014,"Land Rover","Range Rover Sport","HSE LE",79
2014,"Land Rover","Range Rover Sport","HSE LE",90
2014,Lexus,ES350,Platinum,118
2014,Lexus,ES350,Titanium,8
2014,Lexus,ES350,Titanium,9
2014,Lexus,ES350,Titanium,12
2014,Lexus,ES350,Titanium,15
2014,Lexus,ES350,Titanium,25
2014,Lexus,ES350,Titanium,35
2014,Lexus,ES350,Titanium,48
2014,Lexus,ES350,Titanium,55
2014,Lexus,ES350,Titanium,56
2014,Lexus,GX460,Platinum,15
2014,Lexus,GX460,Platinum,17
2014,Lexus,GX460,Platinum,23
2014,Lexus,GX460,Platinum,32
2014,Lexus,GX460,Platinum,44
2014,Lexus,GX460,Platinum,45
2014,Lexus,GX460,Platinum,48
2014,Lexus,GX460,Platinum,101
2014,Lexus,IS250,Premier,33
2014,Lexus,IS250,Premier,47
2014,Lexus,IS250,Premier,51
2014,Lexus,IS250,Premier,95
2014,Lexus,IS250,Prestige,47
2014,Lexus,IS250,Prestige,109
2014,Lexus,LX570,Platinum,11
2014,Lexus,LX570,Platinum,43
2014,Lexus,LX570,Platinum,46
2014,Lexus,LX570,Platinum,47
2014,Lexus,LX570,Platinum,73
2014,Lexus,LX570,Platinum,85
2014,Lexus,LX570,"Platinum Interpid",37
2014,Lexus,LX570,"Sport Titanium",108
2014,Lexus,RX350,Platinum,11
2014,Lexus,RX350,Platinum,45
2014,Lincoln,MKX,Std,76
2014,Maserati,Ghibli,Std,17
2014,Maserati,Ghibli,Std,54
2014,Maserati,Ghibli,Std,70
2014,Maserati,Ghibli,Std,72
2014,Maserati,Ghibli,Std,84
2014,Maserati,Ghibli,Std,121
2014,Maserati,Ghibli,Std,140
2014,Maserati,Quattroporte,GTS,47
2014,"Mercedes Benz","A 250","Sport AMG",10
2014,"Mercedes Benz","A 250",std,11
2014,"Mercedes Benz","A 250",std,12
2014,"Mercedes Benz","A 250",std,21
2014,"Mercedes Benz","A 250",std,48
2014,"Mercedes Benz","A 250",std,90
2014,"Mercedes Benz","C 250",Standard,90
2014,"Mercedes Benz","C 63 AMG",Std,56
2014,"Mercedes Benz","C 63 AMG",Std,68
2014,"Mercedes Benz","CLS 350",Standard,95
2014,"Mercedes Benz","E 63 AMG",Standard,19
2014,"Mercedes Benz","E 63 AMG",Standard,33
2014,"Mercedes Benz","E 63 AMG",Standard,42
2014,"Mercedes Benz","E 63 AMG",Standard,81
2014,"Mercedes Benz","E 63 AMG",Standard,84
2014,"Mercedes Benz","E 63 AMG",Standard,86
2014,"Mercedes Benz","G 500",Standard,9
2014,"Mercedes Benz","G 500",Standard,10
2014,"Mercedes Benz","G 500",Standard,17
2014,"Mercedes Benz","G 500",Standard,25
2014,"Mercedes Benz","G 500",Standard,26
2014,"Mercedes Benz","G 500",Standard,28
2014,"Mercedes Benz","G 500",Standard,87
2014,"Mercedes Benz","G 63 AMG",Standard,9
2014,"Mercedes Benz","G 63 AMG",Standard,12
2014,"Mercedes Benz","G 63 AMG",Standard,14
2014,"Mercedes Benz","G 63 AMG",Standard,18
2014,"Mercedes Benz","G 63 AMG",Standard,20
2014,"Mercedes Benz","G 63 AMG",Standard,25
2014,"Mercedes Benz","G 63 AMG",Standard,26
2014,"Mercedes Benz","G 63 AMG",Standard,31
2014,"Mercedes Benz","G 63 AMG",Standard,36
2014,"Mercedes Benz","G 63 AMG",Standard,41
2014,"Mercedes Benz","G 63 AMG",Standard,84
2014,"Mercedes Benz","GL 500",Standard,9
2014,"Mercedes Benz","GL 500",Standard,12
2014,"Mercedes Benz","GL 500",Standard,13
2014,"Mercedes Benz","GL 500",Standard,16
2014,"Mercedes Benz","GL 500",Standard,20
2014,"Mercedes Benz","GL 500",Standard,21
2014,"Mercedes Benz","GL 500",Standard,25
2014,"Mercedes Benz","GL 500",Standard,26
2014,"Mercedes Benz","GL 500",Standard,28
2014,"Mercedes Benz","GL 500",Standard,31
2014,"Mercedes Benz","GL 500",Standard,33
2014,"Mercedes Benz","GL 500",Standard,36
2014,"Mercedes Benz","GL 500",Standard,37
2014,"Mercedes Benz","GL 500",Standard,38
2014,"Mercedes Benz","GL 500",Standard,40
2014,"Mercedes Benz","GL 500",Standard,43
2014,"Mercedes Benz","GL 500",Standard,47
2014,"Mercedes Benz","GL 500",Standard,50
2014,"Mercedes Benz","GL 500",Standard,57
2014,"Mercedes Benz","GL 500",Standard,58
2014,"Mercedes Benz","GL 500",Standard,61
2014,"Mercedes Benz","GL 500",Standard,70
2014,"Mercedes Benz","GL 500",Standard,84
2014,"Mercedes Benz","GL 500",Standard,90
2014,"Mercedes Benz","GL 500",Standard,95
2014,"Mercedes Benz","GL 500",Standard,97
2014,"Mercedes Benz","GL 500",Standard,104
2014,"Mercedes Benz","GL 500",Standard,113
2014,"Mercedes Benz","GL 500",Standard,129
2014,"Mercedes Benz","GL 500",Standard,186
2014,"Mercedes Benz","GL 63 AMG",Standard,16
2014,"Mercedes Benz","GL 63 AMG",Standard,26
2014,"Mercedes Benz","GL 63 AMG",Standard,55
2014,"Mercedes Benz","GL 63 AMG",Standard,104
2014,"Mercedes Benz","ML 350",AMG,70
2014,"Mercedes Benz","ML 350",Standard,9
2014,"Mercedes Benz","ML 350",Standard,10
2014,"Mercedes Benz","ML 350",Standard,12
2014,"Mercedes Benz","ML 350",Standard,17
2014,"Mercedes Benz","ML 350",Standard,20
2014,"Mercedes Benz","ML 350",Standard,22
2014,"Mercedes Benz","ML 350",Standard,30
2014,"Mercedes Benz","ML 350",Standard,32
2014,"Mercedes Benz","ML 350",Standard,33
2014,"Mercedes Benz","ML 350",Standard,36
2014,"Mercedes Benz","ML 350",Standard,55
2014,"Mercedes Benz","ML 350",Standard,62
2014,"Mercedes Benz","ML 350",Standard,69
2014,"Mercedes Benz","ML 350",Standard,71
2014,"Mercedes Benz","ML 350",Standard,80
2014,"Mercedes Benz","ML 350",Standard,81
2014,"Mercedes Benz","ML 350",Standard,84
2014,"Mercedes Benz","ML 350",Standard,184
2014,"Mercedes Benz","S 400",Standard,46
2014,"Mercedes Benz","S 63 AMG",Standard,10
2014,"Mercedes Benz","S 63 AMG",Standard,12
2014,"Mercedes Benz","S 63 AMG",Standard,16
2014,"Mercedes Benz","S 63 AMG",Standard,21
2014,"Mercedes Benz","S 63 AMG",Standard,30
2014,"Mercedes Benz","S 63 AMG",Standard,32
2014,"Mercedes Benz","S 63 AMG",Standard,36
2014,"Mercedes Benz","S 63 AMG",Standard,56
2014,"Mercedes Benz","S 63 AMG",Standard,71
2014,"Mercedes Benz","S 63 AMG",Standard,82
2014,"Mercedes Benz","SLK 350",Standard,47
2014,"Mercedes Benz","SLK 350",Standard,105
2014,"Mercedes Benz","SLK 55 AMG",Standard,47
2014,"Mercedes Benz","SLS AMG",Standard,24
2014,"Mercedes Benz","SLS AMG",Standard,54
2014,"Mercedes Benz",Viano,Ambiente,12
2014,"Mercedes Benz",Viano,Ambiente,21
2014,"Mercedes Benz",Viano,Ambiente,24
2014,"Mercedes Benz",Viano,Ambiente,33
2014,"Mercedes Benz",Viano,Ambiente,37
2014,"Mercedes Benz",Viano,Ambiente,46
2014,"Mercedes Benz",Viano,Avantgarde,90
2014,MINI,Countryman,S,16
2014,MINI,Countryman,S,90
2014,MINI,Countryman,"S JCW",79
2014,MINI,Coupe,Standard,139
2014,MINI,Hatch,S,13
2014,MINI,Hatch,S,56
2014,MINI,Hatch,S,90
2014,MINI,Hatch,Standard,85
2014,MINI,Hatch,Standard,90
2014,MINI,Hatch,Standard,95
2014,Mitsubishi,Attrage,"GLX Base",8
2014,Mitsubishi,Attrage,"GLX Base",47
2014,Mitsubishi,Attrage,"GLX Base",105
2014,Mitsubishi,Attrage,"GLX Full",100
2014,Mitsubishi,L200,Standard,110
2014,Mitsubishi,"Lancer EX",GLX,47
2014,Mitsubishi,"Lancer EX",GLX,61
2014,Mitsubishi,"Lancer EX",GLX,113
2014,Mitsubishi,"Lancer EX",GLX,146
2014,Mitsubishi,Mirage,"GLX Base",72
2014,Mitsubishi,Pajero,GLS,27
2014,Mitsubishi,Pajero,GLS,47
2014,Mitsubishi,Pajero,GLS,104
2014,Mitsubishi,Pajero,GLS,111
2014,Mitsubishi,Pajero,"GLS Base",47
2014,Mitsubishi,Pajero,"GLS Base",79
2014,Mitsubishi,Pajero,"GLS Base",95
2014,Mitsubishi,Pajero,"GLS Base",98
2014,Mitsubishi,Pajero,"GLS Base",113
2014,Mitsubishi,Pajero,"GLS Base",114
2014,Mitsubishi,Pajero,"GLS Highline",60
2014,Mitsubishi,Pajero,"GLS Highline",71
2014,Mitsubishi,Pajero,"GLS Highline",79
2014,Mitsubishi,Pajero,"GLS Highline",80
2014,Mitsubishi,Pajero,"GLS Highline",94
2014,Mitsubishi,Pajero,"GLS Highline",95
2014,Mitsubishi,Pajero,"GLS Highline",98
2014,Mitsubishi,Pajero,"GLS Highline",99
2014,Mitsubishi,Pajero,"GLS Highline",102
2014,Mitsubishi,Pajero,"GLS Highline",103
2014,Mitsubishi,Pajero,"GLS Highline",105
2014,Mitsubishi,Pajero,"GLS Highline",109
2014,Mitsubishi,Pajero,"GLS Highline",112
2014,Mitsubishi,Pajero,"GLS Highline",113
2014,Mitsubishi,Pajero,"GLS Highline",114
2014,Mitsubishi,Pajero,"GLS Highline",125
2014,Mitsubishi,Pajero,"GLS Highline",133
2014,Nissan,370Z,Standard,10
2014,Nissan,370Z,Standard,17
2014,Nissan,370Z,Standard,20
2014,Nissan,370Z,Standard,21
2014,Nissan,370Z,Standard,25
2014,Nissan,370Z,Standard,28
2014,Nissan,370Z,Standard,67
2014,Nissan,370Z,Standard,121
2014,Nissan,Altima,S,10
2014,Nissan,Altima,S,14
2014,Nissan,Altima,S,16
2014,Nissan,Altima,S,23
2014,Nissan,Altima,S,33
2014,Nissan,Altima,S,39
2014,Nissan,Altima,S,40
2014,Nissan,Altima,S,44
2014,Nissan,Altima,S,47
2014,Nissan,Altima,S,56
2014,Nissan,Altima,S,65
2014,Nissan,Altima,S,78
2014,Nissan,Altima,S,91
2014,Nissan,Altima,S,95
2014,Nissan,Altima,S,96
2014,Nissan,Altima,S,101
2014,Nissan,Altima,S,103
2014,Nissan,Altima,S,106
2014,Nissan,Altima,S,108
2014,Nissan,Altima,S,109
2014,Nissan,Altima,S,110
2014,Nissan,Altima,S,112
2014,Nissan,Altima,SL,11
2014,Nissan,Altima,SL,31
2014,Nissan,Altima,SL,32
2014,Nissan,Altima,SL,52
2014,Nissan,Altima,SL,56
2014,Nissan,Altima,SL,95
2014,Nissan,Altima,SL,114
2014,Nissan,Altima,SL,118
2014,Nissan,Altima,SV,8
2014,Nissan,Altima,SV,11
2014,Nissan,Altima,SV,12
2014,Nissan,Altima,SV,13
2014,Nissan,Altima,SV,16
2014,Nissan,Altima,SV,17
2014,Nissan,Altima,SV,26
2014,Nissan,Altima,SV,27
2014,Nissan,Altima,SV,28
2014,Nissan,Altima,SV,29
2014,Nissan,Altima,SV,32
2014,Nissan,Altima,SV,40
2014,Nissan,Altima,SV,47
2014,Nissan,Altima,SV,48
2014,Nissan,Altima,SV,55
2014,Nissan,Altima,SV,60
2014,Nissan,Altima,SV,75
2014,Nissan,Altima,SV,95
2014,Nissan,Altima,SV,106
2014,Nissan,Altima,SV,111
2014,Nissan,Armada,LE,9
2014,Nissan,Armada,LE,29
2014,Nissan,Juke,S,9
2014,Nissan,Juke,S,20
2014,Nissan,Juke,S,44
2014,Nissan,Juke,S,59
2014,Nissan,Juke,S,63
2014,Nissan,Juke,SL,9
2014,Nissan,Juke,SL,12
2014,Nissan,Juke,SL,29
2014,Nissan,Juke,SL,30
2014,Nissan,Juke,SL,32
2014,Nissan,Juke,SL,38
2014,Nissan,Juke,SL,56
2014,Nissan,Juke,SL,112
2014,Nissan,Juke,SL,115
2014,Nissan,Juke,"SL Turbo",15
2014,Nissan,Juke,SV,15
2014,Nissan,Juke,SV,18
2014,Nissan,Juke,SV,34
2014,Nissan,Juke,SV,81
2014,Nissan,Maxima,S,11
2014,Nissan,Maxima,S,109
2014,Nissan,Maxima,SL,42
2014,Nissan,Maxima,SL,45
2014,Nissan,Maxima,SR,56
2014,Nissan,Maxima,SV,9
2014,Nissan,Maxima,SV,11
2014,Nissan,Maxima,SV,26
2014,Nissan,Maxima,SV,47
2014,Nissan,Maxima,SV,52
2014,Nissan,Maxima,SV,95
2014,Nissan,Micra,S,10
2014,Nissan,Micra,S,16
2014,Nissan,Micra,S,27
2014,Nissan,Micra,S,47
2014,Nissan,Micra,SV,34
2014,Nissan,Micra,SV,38
2014,Nissan,Micra,SV,95
2014,Nissan,Pathfinder,S,8
2014,Nissan,Pathfinder,S,12
2014,Nissan,Pathfinder,S,24
2014,Nissan,Pathfinder,S,27
2014,Nissan,Pathfinder,S,42
2014,Nissan,Pathfinder,S,75
2014,Nissan,Pathfinder,S,94
2014,Nissan,Pathfinder,S,95
2014,Nissan,Pathfinder,S,102
2014,Nissan,Pathfinder,S,115
2014,Nissan,Pathfinder,"SE Mid",11
2014,Nissan,Pathfinder,"SE Mid",20
2014,Nissan,Pathfinder,"SE Mid",32
2014,Nissan,Pathfinder,"SE Mid",91
2014,Nissan,Pathfinder,SL,23
2014,Nissan,Pathfinder,SL,95
2014,Nissan,Pathfinder,SL,103
2014,Nissan,Pathfinder,Std,32
2014,Nissan,Pathfinder,SV,8
2014,Nissan,Pathfinder,SV,9
2014,Nissan,Pathfinder,SV,10
2014,Nissan,Pathfinder,SV,12
2014,Nissan,Pathfinder,SV,15
2014,Nissan,Pathfinder,SV,19
2014,Nissan,Pathfinder,SV,20
2014,Nissan,Pathfinder,SV,21
2014,Nissan,Pathfinder,SV,24
2014,Nissan,Pathfinder,SV,29
2014,Nissan,Pathfinder,SV,30
2014,Nissan,Pathfinder,SV,31
2014,Nissan,Pathfinder,SV,32
2014,Nissan,Pathfinder,SV,57
2014,Nissan,Pathfinder,SV,61
2014,Nissan,Pathfinder,SV,73
2014,Nissan,Pathfinder,SV,95
2014,Nissan,Pathfinder,SV,97
2014,Nissan,Pathfinder,SV,103
2014,Nissan,Pathfinder,XE,95
2014,Nissan,Patrol,"HT Safari",104
2014,Nissan,Patrol,"LE Platinum",8
2014,Nissan,Patrol,"LE Platinum",9
2014,Nissan,Patrol,"LE Platinum",12
2014,Nissan,Patrol,"LE Platinum",14
2014,Nissan,Patrol,"LE Platinum",23
2014,Nissan,Patrol,"LE Platinum",26
2014,Nissan,Patrol,"LE Platinum",27
2014,Nissan,Patrol,"LE Platinum",32
2014,Nissan,Patrol,"LE Platinum",33
2014,Nissan,Patrol,"LE Platinum",37
2014,Nissan,Patrol,"LE Platinum",43
2014,Nissan,Patrol,"LE Platinum",44
2014,Nissan,Patrol,"LE Platinum",46
2014,Nissan,Patrol,"LE Platinum",53
2014,Nissan,Patrol,"LE Platinum",62
2014,Nissan,Patrol,"LE Platinum",71
2014,Nissan,Patrol,"LE Platinum",80
2014,Nissan,Patrol,"LE Platinum",83
2014,Nissan,Patrol,"LE Platinum City",15
2014,Nissan,Patrol,"LE Platinum City",20
2014,Nissan,Patrol,"LE Platinum City",30
2014,Nissan,Patrol,"LE Platinum City",38
2014,Nissan,Patrol,"SE Platinum",8
2014,Nissan,Patrol,"SE Platinum",10
2014,Nissan,Patrol,"SE Platinum",13
2014,Nissan,Patrol,"SE Platinum",27
2014,Nissan,Patrol,"SE Platinum",31
2014,Nissan,Patrol,"SE Platinum",34
2014,Nissan,Patrol,"SE Platinum",43
2014,Nissan,Patrol,"SE Platinum",58
2014,Nissan,Patrol,"SE Platinum",64
2014,Nissan,Patrol,"SE Platinum",80
2014,Nissan,Patrol,"SE Platinum",92
2014,Nissan,Patrol,"SE Platinum",95
2014,Nissan,Patrol,"SE Platinum City",11
2014,Nissan,Patrol,"SE T1",25
2014,Nissan,Patrol,"SE T1",39
2014,Nissan,Patrol,"SE T1",46
2014,Nissan,Patrol,"SE T1",63
2014,Nissan,Patrol,"SE T1",102
2014,Nissan,Patrol,"SE T1",107
2014,Nissan,Patrol,"SE T1",108
2014,Nissan,Patrol,"SE T1",148
2014,Nissan,Qashqai,LE,99
2014,Nissan,Qashqai,S,9
2014,Nissan,Qashqai,S,25
2014,Nissan,Qashqai,SE,21
2014,Nissan,Qashqai,SE,41
2014,Nissan,Qashqai,SE,65
2014,Nissan,Sentra,S,9
2014,Nissan,Sentra,S,11
2014,Nissan,Sentra,S,12
2014,Nissan,Sentra,S,13
2014,Nissan,Sentra,S,15
2014,Nissan,Sentra,S,16
2014,Nissan,Sentra,S,17
2014,Nissan,Sentra,S,18
2014,Nissan,Sentra,S,22
2014,Nissan,Sentra,S,23
2014,Nissan,Sentra,S,24
2014,Nissan,Sentra,S,25
2014,Nissan,Sentra,S,31
2014,Nissan,Sentra,S,32
2014,Nissan,Sentra,S,42
2014,Nissan,Sentra,S,43
2014,Nissan,Sentra,S,47
2014,Nissan,Sentra,S,53
2014,Nissan,Sentra,S,54
2014,Nissan,Sentra,S,76
2014,Nissan,Sentra,S,87
2014,Nissan,Sentra,S,92
2014,Nissan,Sentra,S,106
2014,Nissan,Sentra,S,109
2014,Nissan,Sentra,SL,9
2014,Nissan,Sentra,SL,17
2014,Nissan,Sentra,SL,34
2014,Nissan,Sentra,SL,45
2014,Nissan,Sentra,SL,47
2014,Nissan,Sentra,SL,109
2014,Nissan,Sentra,"SL Premium",47
2014,Nissan,Sentra,SV,9
2014,Nissan,Sentra,SV,10
2014,Nissan,Sentra,SV,11
2014,Nissan,Sentra,SV,15
2014,Nissan,Sentra,SV,20
2014,Nissan,Sentra,SV,25
2014,Nissan,Sentra,SV,36
2014,Nissan,Sunny,S,8
2014,Nissan,Sunny,S,10
2014,Nissan,Sunny,S,11
2014,Nissan,Sunny,S,14
2014,Nissan,Sunny,S,24
2014,Nissan,Sunny,S,25
2014,Nissan,Sunny,S,30
2014,Nissan,Sunny,S,66
2014,Nissan,Sunny,SL,16
2014,Nissan,Sunny,SL,46
2014,Nissan,Sunny,SL,69
2014,Nissan,Sunny,SL,109
2014,Nissan,Sunny,"SV Comfort",68
2014,Nissan,Tiida,S,8
2014,Nissan,Tiida,S,10
2014,Nissan,Tiida,S,11
2014,Nissan,Tiida,S,13
2014,Nissan,Tiida,S,21
2014,Nissan,Tiida,S,24
2014,Nissan,Tiida,S,25
2014,Nissan,Tiida,S,28
2014,Nissan,Tiida,S,30
2014,Nissan,Tiida,S,33
2014,Nissan,Tiida,S,36
2014,Nissan,Tiida,S,38
2014,Nissan,Tiida,S,68
2014,Nissan,Tiida,S,71
2014,Nissan,Tiida,S,83
2014,Nissan,Tiida,S,85
2014,Nissan,Tiida,S,95
2014,Nissan,Tiida,S,101
2014,Nissan,Tiida,S,102
2014,Nissan,Tiida,S,103
2014,Nissan,Tiida,S,104
2014,Nissan,Tiida,S,109
2014,Nissan,Tiida,S,113
2014,Nissan,Tiida,S,152
2014,Nissan,Tiida,SE,11
2014,Nissan,Tiida,SE,45
2014,Nissan,Tiida,SE,125
2014,Nissan,Tiida,SV,9
2014,Nissan,Tiida,SV,10
2014,Nissan,Tiida,SV,14
2014,Nissan,Tiida,SV,16
2014,Nissan,Tiida,SV,17
2014,Nissan,Tiida,SV,18
2014,Nissan,Tiida,SV,36
2014,Nissan,Tiida,SV,40
2014,Nissan,Tiida,SV,54
2014,Nissan,Tiida,SV,65
2014,Nissan,Tiida,SV,84
2014,Nissan,Tiida,SV,89
2014,Nissan,Tiida,SV,94
2014,Nissan,Tiida,SV,95
2014,Nissan,Tiida,SV,100
2014,Nissan,Tiida,SV,102
2014,Nissan,Tiida,SV,103
2014,Nissan,Tiida,SV,104
2014,Nissan,Tiida,SV,106
2014,Nissan,Tiida,SV,110
2014,Nissan,Tiida,SV,112
2014,Nissan,Tiida,SV,115
2014,Nissan,Tiida,SV,116
2014,Nissan,Tiida,SV,141
2014,Nissan,Urvan,"Panel Van Std",47
2014,Nissan,"X Trail",S,36
2014,Nissan,"X Trail",S,104
2014,Nissan,Xterra,"S Off-road",17
2014,Nissan,Xterra,"S Off-road",103
2014,Nissan,Xterra,"SE Offroad",11
2014,Peugeot,508,Std,69
2014,Porsche,911,Carrera,12
2014,Porsche,911,Carrera,44
2014,Porsche,911,"Carrera 4S",48
2014,Porsche,911,"Carrera 4S",62
2014,Porsche,911,"Carrera S",22
2014,Porsche,911,"Carrera S",31
2014,Porsche,911,"Carrera S",95
2014,Porsche,911,Turbo,10
2014,Porsche,911,Turbo,17
2014,Porsche,911,Turbo,21
2014,Porsche,911,Turbo,24
2014,Porsche,911,Turbo,27
2014,Porsche,911,Turbo,39
2014,Porsche,911,Turbo,46
2014,Porsche,911,Turbo,53
2014,Porsche,911,Turbo,59
2014,Porsche,911,Turbo,64
2014,Porsche,911,Turbo,78
2014,Porsche,911,"Turbo S",17
2014,Porsche,911,"Turbo S",38
2014,Porsche,Cayenne,GTS,8
2014,Porsche,Cayenne,GTS,9
2014,Porsche,Cayenne,GTS,10
2014,Porsche,Cayenne,GTS,19
2014,Porsche,Cayenne,GTS,21
2014,Porsche,Cayenne,GTS,23
2014,Porsche,Cayenne,GTS,24
2014,Porsche,Cayenne,GTS,33
2014,Porsche,Cayenne,GTS,36
2014,Porsche,Cayenne,GTS,39
2014,Porsche,Cayenne,GTS,41
2014,Porsche,Cayenne,GTS,57
2014,Porsche,Cayenne,GTS,63
2014,Porsche,Cayenne,GTS,80
2014,Porsche,Cayenne,GTS,81
2014,Porsche,Cayenne,GTS,90
2014,Porsche,Cayenne,"Platinum Edition",40
2014,Porsche,Cayenne,"Platinum Edition",47
2014,Porsche,Cayenne,"Platinum Edition",90
2014,Porsche,Cayenne,"Platinum Edition",117
2014,Porsche,Cayenne,Turbo,47
2014,Porsche,Cayman,S,9
2014,Porsche,Cayman,S,12
2014,Porsche,Cayman,S,22
2014,Porsche,Cayman,S,28
2014,Porsche,Cayman,S,32
2014,Porsche,Cayman,S,45
2014,Porsche,Cayman,Std,90
2014,Porsche,Macan,Turbo,31
2014,Porsche,Macan,Turbo,47
2014,Porsche,Panamera,GTS,28
2014,Porsche,Panamera,GTS,40
2014,Porsche,Panamera,GTS,90
2014,Porsche,Panamera,S,27
2014,Porsche,Panamera,S,85
2014,Porsche,Panamera,Std,90
2014,Porsche,Panamera,Turbo,33
2014,Porsche,Panamera,Turbo,90
2014,Ram,1500,"SLT Crew Cab",47
2014,Renault,Trafic,Std,95
2014,Renault,Trafic,Std,115
2014,"Rolls Royce",Ghost,Std,77
2014,"Rolls Royce",Ghost,Std,124
2014,"Rolls Royce",Ghost,Std,126
2014,"Rolls Royce",Ghost,Std,140
2014,"Rolls Royce",Wraith,Std,68
2014,Subaru,BRZ,Std,43
2014,Suzuki,"Grand Vitara",Standard,98
2014,Suzuki,Swift,GLX,47
2014,Toyota,86,GT,43
2014,Toyota,86,GT,90
2014,Toyota,86,VTX,114
2014,Toyota,Avalon,Limited,50
2014,Toyota,Camry,GL,9
2014,Toyota,Camry,GL,20
2014,Toyota,Camry,GL,35
2014,Toyota,Camry,GL,38
2014,Toyota,Camry,GL,39
2014,Toyota,Camry,GL,76
2014,Toyota,Camry,GL,90
2014,Toyota,Camry,GLX,85
2014,Toyota,Camry,GLX,104
2014,Toyota,Camry,LE,8
2014,Toyota,Camry,LE,15
2014,Toyota,Camry,LE,19
2014,Toyota,Camry,LE,20
